epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5629084706306458,0.0010000000474974513,0.9517964124679565,0.4545454680919647,1.0949410200119019
1,0.7867646813392639,0.0010000000474974513,0.6721768379211426,0.46590909361839294,0.9729364514350891
2,0.826797366142273,0.0010000000474974513,0.541724681854248,0.625,0.7807472348213196
3,0.8635621070861816,0.0010000000474974513,0.47569549083709717,0.6931818127632141,0.6592229604721069
4,0.8464052081108093,0.0010000000474974513,0.47420555353164673,0.875,0.48051202297210693
5,0.8676470518112183,0.0010000000474974513,0.45165950059890747,0.8522727489471436,0.5062568187713623
6,0.8627451062202454,0.0010000000474974513,0.43195533752441406,0.8409090638160706,0.5129241347312927
7,0.8660130500793457,0.0010000000474974513,0.4198826253414154,0.8522727489471436,0.49285680055618286
8,0.8692810535430908,0.0010000000474974513,0.4090760052204132,0.8295454382896423,0.5558185577392578
9,0.8627451062202454,0.0010000000474974513,0.41609522700309753,0.8636363744735718,0.5048256516456604
10,0.8880718946456909,0.0010000000474974513,0.3908267915248871,0.8977272510528564,0.4612703025341034
11,0.8635621070861816,0.0010000000474974513,0.4006067216396332,0.8863636255264282,0.5061779618263245
12,0.8807189464569092,0.0010000000474974513,0.3905087411403656,0.875,0.46220436692237854
13,0.8815359473228455,0.0010000000474974513,0.37211254239082336,0.8977272510528564,0.4729499816894531
14,0.8897058963775635,0.0010000000474974513,0.35523200035095215,0.8977272510528564,0.473531037569046
15,0.875,0.0010000000474974513,0.36956489086151123,0.8977272510528564,0.4942418038845062
16,0.8823529481887817,0.0010000000474974513,0.36736080050468445,0.8863636255264282,0.4489928185939789
17,0.8774510025978088,0.0010000000474974513,0.3546469211578369,0.9090909361839294,0.484310507774353
18,0.8864378929138184,0.0010000000474974513,0.3469204008579254,0.8863636255264282,0.4494730830192566
19,0.8864378929138184,0.0010000000474974513,0.3682261109352112,0.8977272510528564,0.45414999127388
20,0.8864378929138184,0.0010000000474974513,0.34388890862464905,0.8977272510528564,0.4416417181491852
21,0.8905228972434998,0.0010000000474974513,0.35636359453201294,0.875,0.5213545560836792
22,0.8880718946456909,0.0010000000474974513,0.344694584608078,0.8977272510528564,0.4456650912761688
23,0.883169949054718,0.0010000000474974513,0.3580729365348816,0.8522727489471436,0.46956518292427063
24,0.8815359473228455,0.0010000000474974513,0.3336016535758972,0.875,0.45790567994117737
25,0.8929738402366638,0.0010000000474974513,0.329447865486145,0.8863636255264282,0.4627385437488556
26,0.8856208920478821,0.0010000000474974513,0.3342357575893402,0.8863636255264282,0.46111488342285156
27,0.8856208920478821,0.0010000000474974513,0.3347678780555725,0.8522727489471436,0.5148186087608337
28,0.8856208920478821,0.0010000000474974513,0.33253005146980286,0.8522727489471436,0.4293995797634125
29,0.8937908411026001,0.0010000000474974513,0.3279334604740143,0.9090909361839294,0.4347367286682129
30,0.9019607901573181,0.0010000000474974513,0.30649203062057495,0.8522727489471436,0.4553704559803009
31,0.904411792755127,0.0010000000474974513,0.3091742694377899,0.8636363744735718,0.4345356822013855
32,0.8856208920478821,0.0010000000474974513,0.3311420679092407,0.8977272510528564,0.4531233608722687
33,0.8880718946456909,0.0010000000474974513,0.31859371066093445,0.875,0.4884909689426422
34,0.8946078419685364,0.0010000000474974513,0.31226077675819397,0.8636363744735718,0.5299628973007202
35,0.8897058963775635,0.0010000000474974513,0.32166048884391785,0.8863636255264282,0.4311937391757965
36,0.8962418437004089,0.0010000000474974513,0.30799922347068787,0.8522727489471436,0.44533637166023254
37,0.904411792755127,0.0010000000474974513,0.2868386209011078,0.8863636255264282,0.4318876564502716
38,0.9019607901573181,0.0010000000474974513,0.28878748416900635,0.8977272510528564,0.42527449131011963
39,0.9011437892913818,0.0010000000474974513,0.30498331785202026,0.8863636255264282,0.44340506196022034
40,0.8978758454322815,0.0010000000474974513,0.29373878240585327,0.8977272510528564,0.46009254455566406
41,0.9084967374801636,0.0010000000474974513,0.29000145196914673,0.875,0.44699394702911377
42,0.9035947918891907,0.0010000000474974513,0.2870233952999115,0.875,0.4454004466533661
43,0.9117646813392639,0.0010000000474974513,0.2957816421985626,0.8977272510528564,0.41741326451301575
44,0.9035947918891907,0.0010000000474974513,0.28995147347450256,0.8863636255264282,0.45887118577957153
45,0.891339898109436,0.0010000000474974513,0.2991487979888916,0.8636363744735718,0.4381018579006195
46,0.906862735748291,0.0010000000474974513,0.28160467743873596,0.875,0.5040304660797119
47,0.8978758454322815,0.0010000000474974513,0.29091593623161316,0.8636363744735718,0.457620233297348
48,0.8970588445663452,0.0010000000474974513,0.29836171865463257,0.8863636255264282,0.43616053462028503
49,0.9109477400779724,0.0010000000474974513,0.2638278603553772,0.8863636255264282,0.47749680280685425
50,0.9019607901573181,0.0010000000474974513,0.29218488931655884,0.8863636255264282,0.44802388548851013
51,0.906862735748291,0.0010000000474974513,0.27588361501693726,0.9090909361839294,0.42918699979782104
52,0.9117646813392639,0.0010000000474974513,0.27126577496528625,0.8977272510528564,0.43274611234664917
53,0.904411792755127,0.0010000000474974513,0.26831138134002686,0.8522727489471436,0.43537452816963196
54,0.9133986830711365,0.0010000000474974513,0.2795998454093933,0.9090909361839294,0.40919026732444763
55,0.9125816822052002,0.0010000000474974513,0.266536682844162,0.875,0.42437028884887695
56,0.9183006286621094,0.0010000000474974513,0.25330716371536255,0.8977272510528564,0.41633275151252747
57,0.9109477400779724,0.0010000000474974513,0.2560797929763794,0.8977272510528564,0.4681471884250641
58,0.9117646813392639,0.0010000000474974513,0.257190465927124,0.9090909361839294,0.47585609555244446
59,0.9191176295280457,0.0010000000474974513,0.26314088702201843,0.8863636255264282,0.49477776885032654
60,0.9191176295280457,0.0010000000474974513,0.26352420449256897,0.8636363744735718,0.4678530991077423
61,0.906862735748291,0.0010000000474974513,0.26999321579933167,0.8863636255264282,0.4618581533432007
62,0.9076797366142273,0.0010000000474974513,0.2675870954990387,0.9090909361839294,0.4805634319782257
63,0.9166666865348816,0.0010000000474974513,0.25443968176841736,0.8977272510528564,0.46666431427001953
64,0.9174836874008179,0.0010000000474974513,0.26650580763816833,0.8977272510528564,0.47827911376953125
65,0.9191176295280457,0.0010000000474974513,0.24175532162189484,0.8863636255264282,0.4501330554485321
66,0.9101307392120361,0.0010000000474974513,0.2658170461654663,0.8977272510528564,0.45420560240745544
67,0.9313725233078003,0.0010000000474974513,0.2165476232767105,0.8977272510528564,0.4659985601902008
