epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.48758864402770996,0.0010000000474974513,0.7081665396690369,0.5,0.6927502751350403
1,0.5780141949653625,0.0010000000474974513,0.6855980753898621,0.5925925970077515,0.6922560334205627
2,0.5797872543334961,0.0010000000474974513,0.6786049008369446,0.5555555820465088,0.6906344890594482
3,0.5921986103057861,0.0010000000474974513,0.6700417995452881,0.5740740895271301,0.6898735165596008
4,0.6152482032775879,0.0010000000474974513,0.6616609692573547,0.5370370149612427,0.6956274509429932
5,0.6666666865348816,0.0010000000474974513,0.633209228515625,0.5555555820465088,0.6918655633926392
6,0.6436170339584351,0.0010000000474974513,0.631576418876648,0.5925925970077515,0.690671980381012
7,0.7003546357154846,0.0010000000474974513,0.6060652732849121,0.5740740895271301,0.6998412609100342
8,0.6773049831390381,0.0010000000474974513,0.6196978688240051,0.5185185074806213,0.7287493348121643
9,0.6914893388748169,0.0010000000474974513,0.5949751734733582,0.5185185074806213,0.733854353427887
10,0.707446813583374,0.0010000000474974513,0.5905402302742004,0.5,0.7549846768379211
11,0.7109929323196411,0.0010000000474974513,0.590505838394165,0.5,0.7608056664466858
12,0.716312050819397,0.0010000000474974513,0.576756477355957,0.5,0.7689884305000305
13,0.7198581695556641,0.0010000000474974513,0.5772742629051208,0.5185185074806213,0.7760932445526123
14,0.716312050819397,0.0010000000474974513,0.5668102502822876,0.5,0.7749339938163757
15,0.7127659320831299,0.0010000000474974513,0.5634528994560242,0.5,0.7976122498512268
16,0.7269503474235535,0.0010000000474974513,0.549839437007904,0.5185185074806213,0.7939950227737427
17,0.741134762763977,0.0010000000474974513,0.5564971566200256,0.5370370149612427,0.802808403968811
18,0.75,0.0010000000474974513,0.5406173467636108,0.5370370149612427,0.8022878170013428
19,0.7464538812637329,0.0010000000474974513,0.5360908508300781,0.5185185074806213,0.8015193939208984
20,0.7641844153404236,0.0010000000474974513,0.5311949253082275,0.48148149251937866,0.8161647915840149
21,0.758865237236023,0.0010000000474974513,0.5312763452529907,0.48148149251937866,0.8081420063972473
22,0.741134762763977,0.0010000000474974513,0.5254368185997009,0.46296295523643494,0.8305626511573792
23,0.7570921778678894,0.0010000000474974513,0.5165195465087891,0.48148149251937866,0.8268505930900574
24,0.7801418304443359,0.0005000000237487257,0.5056527853012085,0.48148149251937866,0.8368655443191528
25,0.792553186416626,0.0005000000237487257,0.4836477041244507,0.48148149251937866,0.8414417505264282
26,0.783687949180603,0.0005000000237487257,0.49337369203567505,0.46296295523643494,0.8661442995071411
27,0.7677304744720459,0.0005000000237487257,0.49543628096580505,0.4444444477558136,0.8581675291061401
28,0.7854610085487366,0.0005000000237487257,0.4765872359275818,0.46296295523643494,0.8410861492156982
29,0.8085106611251831,0.0005000000237487257,0.474775493144989,0.46296295523643494,0.8399028182029724
30,0.8031914830207825,0.0005000000237487257,0.4793657958507538,0.48148149251937866,0.8522818088531494
31,0.783687949180603,0.0005000000237487257,0.48125001788139343,0.46296295523643494,0.8812773823738098
32,0.7606382966041565,0.0005000000237487257,0.4864775240421295,0.5,0.8776299357414246
33,0.7996453642845154,0.0005000000237487257,0.4718782603740692,0.48148149251937866,0.8763222694396973
34,0.8156028389930725,0.0005000000237487257,0.45503923296928406,0.48148149251937866,0.8814781308174133
35,0.7730496525764465,0.0005000000237487257,0.46978893876075745,0.48148149251937866,0.8907003998756409
36,0.8102836608886719,0.0005000000237487257,0.46340781450271606,0.48148149251937866,0.8913588523864746
37,0.8085106611251831,0.0005000000237487257,0.479990154504776,0.48148149251937866,0.9054917693138123
38,0.817375898361206,0.0005000000237487257,0.454927921295166,0.48148149251937866,0.9098276495933533
39,0.792553186416626,0.0005000000237487257,0.471180260181427,0.46296295523643494,0.9056534171104431
40,0.8120567202568054,0.0005000000237487257,0.4551829993724823,0.5185185074806213,0.8955001831054688
41,0.8226950168609619,0.0005000000237487257,0.44663146138191223,0.48148149251937866,0.9111489653587341
42,0.8031914830207825,0.0005000000237487257,0.4635986387729645,0.46296295523643494,0.9097139835357666
43,0.7978723645210266,0.0005000000237487257,0.45060646533966064,0.5,0.9087525010108948
44,0.826241135597229,0.0002500000118743628,0.4343101978302002,0.48148149251937866,0.9133396744728088
45,0.8191489577293396,0.0002500000118743628,0.4332163631916046,0.48148149251937866,0.9268200993537903
46,0.7890070676803589,0.0002500000118743628,0.4558993875980377,0.5,0.9155796766281128
47,0.8120567202568054,0.0002500000118743628,0.437330961227417,0.5,0.9047623872756958
48,0.8191489577293396,0.0002500000118743628,0.4363015294075012,0.48148149251937866,0.9089317321777344
49,0.8297872543334961,0.0002500000118743628,0.4284909963607788,0.5,0.9120813012123108
50,0.7996453642845154,0.0002500000118743628,0.43358221650123596,0.5,0.9198914766311646
51,0.8102836608886719,0.0002500000118743628,0.43453171849250793,0.46296295523643494,0.9390822649002075
